job_id,job_title,role_type,salary_min,salary_max,salary_avg,salary_range,rating,company_name,city,state,industry,sector,company_size,revenue,founded,type_of_ownership,easy_apply,has_sql,has_python,has_excel,has_tableau,has_powerbi,seniority
5123,"Data Analyst - Digital Media","Data Analyst",38000,68000,53000,30000,4.6,"Bryn Mawr Communications LLC 4.6",Wayne,PA,Publishing,Media,"1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,1,0,1,0,1,Mid-Level
5124,"Data Strategy Analyst","Data Analyst",38000,68000,53000,30000,3.9,"Mondo 3.9",Wilmington,DE,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,1,1,0,1,0,Mid-Level
5125,"Business Data Analyst","Data Analyst",38000,68000,53000,30000,3.5,"Dextro Software Systems 3.5",Bensalem,PA,"IT Services","Information Technology","51 to 200 employees","$10 to $25 million (USD)",1993,"Company - Private",True,1,0,0,0,0,Mid-Level
5126,"Senior Data Analyst, Specialist","Data Analyst",38000,68000,53000,30000,3.2,"Vanguard 3.2",Malvern,PA,"Investment Banking & Asset Management",Finance,"10000+ employees","Unknown / Non-Applicable",1975,"Company - Private",-1,1,1,0,0,0,Senior
5127,"Data Analyst/Architect","Data Analyst",38000,68000,53000,30000,2.7,"TechUSA 2.7",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1998,"Company - Private",-1,0,0,0,0,0,Mid-Level
5128,"Sr Data Analyst","Data Analyst",38000,68000,53000,30000,3.9,"Mondo 3.9",Philadelphia,PA,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,1,1,0,1,1,Senior
5129,"Data Analyst - Contractor","Data Analyst",38000,68000,53000,30000,3.1,"ConnectiveRx 3.1","King of Prussia",PA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","1001 to 5000 employees","Unknown / Non-Applicable",2015,"Company - Private",-1,1,1,0,1,1,Mid-Level
5130,"SQL Data Analyst","Data Analyst",38000,68000,53000,30000,4.5,"Piper Companies 4.5",Horsham,PA,"Staffing & Outsourcing","Business Services","201 to 500 employees","Unknown / Non-Applicable",2011,"Company - Private",-1,1,0,1,0,0,Mid-Level
5131,"Data Analyst/Records Management","Data Analyst",38000,68000,53000,30000,3.8,"Innovative Development, LLC 3.8",Exton,PA,Consulting,"Business Services","51 to 200 employees","$10 to $25 million (USD)",1992,"Company - Private",-1,1,0,0,0,0,Mid-Level
5132,"Senior Data Analyst","Data Analyst",38000,68000,53000,30000,3.2,"Philabundance 3.2",Philadelphia,PA,"Social Assistance",Non-Profit,"201 to 500 employees","Unknown / Non-Applicable",-1,"Nonprofit Organization",-1,1,0,1,1,1,Senior
5133,"Senior Data Analyst","Data Analyst",38000,68000,53000,30000,4.1,"Collabera 4.1",Philadelphia,PA,"IT Services","Information Technology","10000+ employees","$500 million to $1 billion (USD)",1991,"Company - Private",-1,1,0,0,0,0,Senior
5134,"Business / Data Analyst","Data Analyst",38000,68000,53000,30000,NULL,"Kforce Technology Staffing",Wilmington,DE,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,Mid-Level
5135,"Data Analyst- Remote","Data Analyst",38000,68000,53000,30000,NULL,FredBeans,Doylestown,PA,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,Mid-Level
5136,"Data Governance Analyst","Data Analyst",38000,68000,53000,30000,3.5,"Genuent Global, LLC 3.5",Wayne,PA,"Staffing & Outsourcing","Business Services","201 to 500 employees","$100 to $500 million (USD)",2006,"Company - Private",-1,1,0,1,0,0,Mid-Level
5137,"Senior Data Analyst","Data Analyst",37000,44000,40500,7000,4.3,"University of Pennsylvania 4.3",Philadelphia,PA,"Colleges & Universities",Education,"10000+ employees","Unknown / Non-Applicable",1740,"College / University",-1,0,1,1,0,0,Senior
5138,"Data Analyst- Remote","Data Analyst",37000,44000,40500,7000,1.8,"Fred Beans Parts, Inc 1.8",Doylestown,PA,-1,-1,"51 to 200 employees","$50 to $100 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
5139,"Senior Healthcare Data Analyst - Multiple Positions","Data Analyst",37000,44000,40500,7000,3.7,"CHOP 3.7",Philadelphia,PA,"Health Care Services & Hospitals","Health Care","1001 to 5000 employees","$50 to $100 million (USD)",1855,"Nonprofit Organization",-1,1,1,1,1,0,Senior
5140,"Data Analyst D","Data Analyst",37000,44000,40500,7000,4.3,"University of Pennsylvania 4.3",Philadelphia,PA,"Colleges & Universities",Education,"10000+ employees","Unknown / Non-Applicable",1740,"College / University",-1,0,0,1,0,0,Mid-Level
5141,"Data Analyst","Data Analyst",37000,44000,40500,7000,3.8,"Login Consulting Services, Inc 3.8","Allegheny West",PA,Consulting,"Business Services","51 to 200 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,1,0,0,0,0,Mid-Level
5142,"Data Analyst","Data Analyst",37000,44000,40500,7000,4.0,"ORS Partners 4.0",Paoli,PA,"Staffing & Outsourcing","Business Services","51 to 200 employees","$10 to $25 million (USD)",2012,"Company - Private",-1,1,0,1,1,0,Mid-Level
5143,"Data Analyst- Remote","Data Analyst",37000,44000,40500,7000,3.9,"Fred Beans 3.9",Doylestown,PA,"Vehicle Dealers",Retail,"1001 to 5000 employees","$1 to $2 billion (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
5144,"SQL Data Analyst","Data Analyst",37000,44000,40500,7000,3.9,"Zachary Piper Solutions, LLC 3.9",Horsham,PA,"Enterprise Software & Network Solutions","Information Technology","51 to 200 employees","$10 to $25 million (USD)",2011,"Company - Private",-1,1,0,1,0,0,Mid-Level
5145,"Business/Data Analyst","Data Analyst",37000,44000,40500,7000,3.4,"Infinity Consulting Solutions 3.4",Wilmington,DE,"Staffing & Outsourcing","Business Services","501 to 1000 employees","$100 to $500 million (USD)",2001,"Company - Private",-1,1,0,0,0,0,Mid-Level
5146,"Data and Information Analyst","Data Analyst",37000,44000,40500,7000,2.4,"PMHCC, Inc. 2.4",Philadelphia,PA,"Health Care Services & Hospitals","Health Care","501 to 1000 employees","Unknown / Non-Applicable",1987,"Nonprofit Organization",-1,1,0,1,0,0,Mid-Level
5147,"Data Analyst","Data Analyst",37000,44000,40500,7000,3.2,"Angeion Group 3.2","Chester Township",PA,Consulting,"Business Services","1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,0,1,0,0,Mid-Level
5148,"Data Analyst","Data Analyst",37000,44000,40500,7000,3.8,"iTech Solutions, Inc 3.8",Conshohocken,PA,"Staffing & Outsourcing","Business Services","51 to 200 employees","$10 to $25 million (USD)",1995,"Company - Private",-1,1,0,1,0,0,Mid-Level
5149,"Data Analyst","Data Analyst",37000,44000,40500,7000,2.6,"AccessLex Institute 2.6","West Chester",PA,"Colleges & Universities",Education,"51 to 200 employees","Unknown / Non-Applicable",-1,"Nonprofit Organization",-1,1,0,1,0,1,Mid-Level
5150,"Senior CX Data Analyst","Data Analyst",37000,44000,40500,7000,3.2,"Vanguard 3.2",Malvern,PA,"Investment Banking & Asset Management",Finance,"10000+ employees","Unknown / Non-Applicable",1975,"Company - Private",-1,1,1,0,0,0,Senior
5151,"Senior Data Management Analyst, Enterprise Data Management, OCDO","Data Analyst",37000,44000,40500,7000,3.9,"TD Bank 3.9","Mount Laurel",NJ,"Banks & Credit Unions",Finance,"10000+ employees","$10+ billion (USD)",1855,"Company - Public",-1,0,0,1,0,0,Senior
5152,"Vertical Lift Data Exploitation Analyst","Data Analyst",37000,44000,40500,7000,3.7,"Boeing 3.7","Ridley Park",PA,"Aerospace & Defense","Aerospace & Defense","10000+ employees","$10+ billion (USD)",1916,"Company - Public",-1,1,1,0,0,0,Mid-Level
5153,"Data Governance Analyst","Data Analyst",37000,44000,40500,7000,4.7,"TeamSoft 4.7",Wayne,PA,"IT Services","Information Technology","201 to 500 employees","$50 to $100 million (USD)",1996,"Company - Private",-1,1,0,1,0,0,Mid-Level
5154,"Business Data Analyst","Data Analyst",37000,44000,40500,7000,4.2,"Freedom Mortgage 4.2","Mount Laurel",NJ,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","$1 to $2 billion (USD)",1990,"Company - Private",-1,1,0,1,0,1,Mid-Level
5155,"Business Analyst - Data Science & SQL","Data Analyst",37000,44000,40500,7000,3.5,"Computer Enterprises, Inc. 3.5",Philadelphia,PA,"IT Services","Information Technology","501 to 1000 employees","$50 to $100 million (USD)",1992,"Company - Private",-1,1,0,0,0,0,Mid-Level
5156,"Lead Geophysical Data Analyst","Data Analyst",37000,44000,40500,7000,3.5,"Weston Solutions Inc. 3.5","West Chester",PA,"Oil & Gas Services","Oil, Gas, Energy & Utilities","1001 to 5000 employees","$500 million to $1 billion (USD)",1957,"Company - Private",-1,0,0,0,0,0,Senior
5157,"Sales Data Analyst","Data Analyst",37000,44000,40500,7000,3.7,"McGrath Systems 3.7",Berwyn,PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$10 to $25 million (USD)",2005,"Company - Private",-1,0,0,1,0,0,Mid-Level
5158,"Data Analyst","Data Analyst",37000,44000,40500,7000,NULL,"DL Staffing Solutions",Newtown,PA,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,Mid-Level
5159,"Business Analyst/Data Domain Expert","Data Analyst",37000,44000,40500,7000,3.2,"Numeric, LLC 3.2",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$5 to $10 million (USD)",-1,"Company - Private",True,1,1,0,0,0,Mid-Level
5160,"Junior Data Analyst - SQL Programmer","Data Analyst",37000,44000,40500,7000,2.7,"TechUSA 2.7",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1998,"Company - Private",-1,1,0,1,1,0,Junior
5161,"Data Analyst","Data Analyst",37000,44000,40500,7000,4.5,"Piper Companies 4.5",Horsham,PA,"Staffing & Outsourcing","Business Services","201 to 500 employees","Unknown / Non-Applicable",2011,"Company - Private",-1,1,0,1,0,0,Mid-Level
5162,"Business / Data Analyst","Data Analyst",37000,44000,40500,7000,4.1,"Kforce 4.1",Wilmington,DE,"Staffing & Outsourcing","Business Services","10000+ employees","$1 to $2 billion (USD)",1966,"Company - Public",-1,0,0,0,0,0,Mid-Level
5163,"Business Analyst with Data domain,media","Data Analyst",37000,44000,40500,7000,NULL,LiveMindz,Philadelphia,PA,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,0,0,0,Mid-Level
5164,"Data Analyst","Data Analyst",37000,44000,40500,7000,3.9,"Zachary Piper Solutions, LLC 3.9",Horsham,PA,"Enterprise Software & Network Solutions","Information Technology","51 to 200 employees","$10 to $25 million (USD)",2011,"Company - Private",-1,1,0,1,0,0,Mid-Level
5165,"Senior Data Analyst","Data Analyst",37000,44000,40500,7000,3.6,"A2C Consulting 3.6",Philadelphia,PA,Consulting,"Business Services","1 to 50 employees","Unknown / Non-Applicable",1994,"Company - Private",-1,1,0,0,0,0,Senior
5166,"Senior Healthcare Data Analyst - Cost and Utilization Analysis","Data Analyst",64000,113000,88500,49000,3.6,"Community Behavioral Health 3.6",Philadelphia,PA,"Health Care Services & Hospitals","Health Care","201 to 500 employees","$500 million to $1 billion (USD)",1994,"Company - Private",-1,1,0,1,0,0,Senior
5167,"Pharmaceutical Customer Data Analyst","Data Analyst",64000,113000,88500,49000,4.1,"APN Software Services Inc. 4.1","Plymouth Meeting",PA,"Computer Hardware & Software","Information Technology","51 to 200 employees","$25 to $50 million (USD)",-1,"Company - Private",-1,1,0,1,0,0,Mid-Level
5168,"Data Analyst","Data Analyst",64000,113000,88500,49000,4.4,"Contemporary Staffing Solutions 4.4",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1994,"Company - Private",-1,1,0,1,0,0,Mid-Level
5169,"Senior Data Analyst","Data Analyst",64000,113000,88500,49000,3.5,"The Judge Group 3.5",Wayne,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1970,"Company - Private",-1,1,0,0,1,0,Senior
5170,"Program Manager / Business Data Analyst","Data Analyst",64000,113000,88500,49000,2.3,"Versant Health 2.3","Newtown Square",PA,"Insurance Carriers",Insurance,"1001 to 5000 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,1,0,1,Management
5171,"DBA / Data Analyst","Data Analyst",64000,113000,88500,49000,4.2,"Micro-Data Systems Inc. 4.2",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$10 to $25 million (USD)",1992,"Company - Private",-1,1,1,0,0,1,Mid-Level
5172,"Analyst - Data Intelligence (US)","Data Analyst",64000,113000,88500,49000,2.4,"Avantor 2.4",Wayne,PA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10000+ employees","$2 to $5 billion (USD)",1904,"Company - Public",-1,1,1,1,0,0,Mid-Level
5173,"Data Analyst (Philadelphia, PA)","Data Analyst",64000,113000,88500,49000,3.7,"Tetra Tech 3.7",Philadelphia,PA,"Architectural & Engineering Services","Business Services","10000+ employees","$2 to $5 billion (USD)",1966,"Company - Public",-1,0,0,1,0,0,Mid-Level
5174,"Data & Systems Analyst","Data Analyst",64000,113000,88500,49000,4.2,"Freedom Mortgage 4.2","Mount Laurel",NJ,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","$1 to $2 billion (USD)",1990,"Company - Private",-1,1,0,1,0,1,Mid-Level
5175,"Business Analyst - Data and Analytics","Data Analyst",64000,113000,88500,49000,2.7,"Eastern Airlines LLC 2.7",Wayne,PA,-1,-1,"1 to 50 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,1,0,1,1,1,Mid-Level
5176,"Lead Data Analyst","Data Analyst",64000,113000,88500,49000,4.3,"NextGen Global Resources LLC 4.3",Philadelphia,PA,"Cable, Internet & Telephone Providers",Telecommunications,"501 to 1000 employees","$100 to $500 million (USD)",2009,"Subsidiary or Business Segment",-1,1,1,1,1,0,Senior
5177,"Senior Data Analyst - Client Experience","Data Analyst",64000,113000,88500,49000,3.2,"Vanguard 3.2",Malvern,PA,"Investment Banking & Asset Management",Finance,"10000+ employees","Unknown / Non-Applicable",1975,"Company - Private",-1,1,1,0,0,0,Senior
5178,"Data Analyst and Report Writer","Data Analyst",64000,113000,88500,49000,3.5,"The Judge Group 3.5",Boothwyn,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1970,"Company - Private",-1,1,0,0,0,0,Mid-Level
5179,"Payment Integrity Data Analyst","Data Analyst",64000,113000,88500,49000,3.7,"amerihealth 3.7",Philadelphia,PA,"Insurance Carriers",Insurance,"5001 to 10000 employees","$25 to $50 million (USD)",1997,"Subsidiary or Business Segment",-1,0,0,0,0,0,Mid-Level
5180,"Lead Data Analyst","Data Analyst",64000,113000,88500,49000,3.9,"GSK 3.9",Philadelphia,PA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10000+ employees","$10+ billion (USD)",1830,"Company - Public",-1,0,1,0,0,1,Senior
5181,"Data Analyst-(analytics)","Data Analyst",64000,113000,88500,49000,3.6,"A2C Consulting 3.6",Philadelphia,PA,Consulting,"Business Services","1 to 50 employees","Unknown / Non-Applicable",1994,"Company - Private",-1,1,1,1,1,0,Mid-Level
5182,"Pharmaceutical Data Analyst – Analytics","Data Analyst",64000,113000,88500,49000,NULL,ConcertAI,"King of Prussia",PA,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,Mid-Level
5183,"Patient Recruitment Data Analyst (ArcGIS)","Data Analyst",64000,113000,88500,49000,NULL,"Pharmica Consulting",Norristown,PA,-1,-1,Unknown,"Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
5184,"Virology Data Analysts","Data Analyst",64000,113000,88500,49000,3.4,"Eurofins 3.4","West Point",PA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10000+ employees","$2 to $5 billion (USD)",1987,"Company - Private",-1,0,0,1,0,0,Mid-Level
5185,"Biochemist Data Analyst","Data Analyst",64000,113000,88500,49000,3.4,"Eurofins 3.4","West Point",PA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10000+ employees","$2 to $5 billion (USD)",1987,"Company - Private",-1,0,0,1,0,0,Mid-Level
5186,"Data Governance Analyst","Data Analyst",64000,113000,88500,49000,4.2,"Freedom Mortgage 4.2",Marlton,NJ,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","$1 to $2 billion (USD)",1990,"Company - Private",-1,1,0,1,1,1,Mid-Level
5187,"Senior Healthcare Data Analyst","Data Analyst",64000,113000,88500,49000,5.0,"Cambridge Advisory Group 5.0","King of Prussia",PA,Consulting,"Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,1,0,1,1,1,Senior
5188,"Healthcare Data Analytics Analyst Senior","Data Analyst",64000,113000,88500,49000,NULL,"Amerihealth Caritas Health Plan",Philadelphia,PA,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,Senior
5189,"SR BUSINESS DATA ANALYST PRN","Data Analyst",64000,113000,88500,49000,3.3,"Cooper University Health Care 3.3",Camden,NJ,"Health Care Services & Hospitals","Health Care","5001 to 10000 employees","Unknown / Non-Applicable",1887,Hospital,-1,0,0,1,0,0,Senior
5190,"AWS Analys/ Data analyst","Data Analyst",64000,113000,88500,49000,3.9,"Diverse Lynx 3.9",Malvern,PA,"IT Services","Information Technology","501 to 1000 employees","$100 to $500 million (USD)",2002,"Company - Private",-1,0,1,0,0,0,Mid-Level
5191,"Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs","Data Analyst",64000,113000,88500,49000,3.7,"amerihealth 3.7",Philadelphia,PA,"Insurance Carriers",Insurance,"5001 to 10000 employees","$25 to $50 million (USD)",1997,"Subsidiary or Business Segment",-1,1,0,1,0,0,Mid-Level
5192,"Sport & Data Analyst","Data Analyst",64000,113000,88500,49000,NULL,"Philadelphia 76ers - HBSE",Camden,NJ,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,Mid-Level
5193,"Data Analyst Supporting the FBI #20-188","Data Analyst",64000,113000,88500,49000,2.8,"Forfeiture Support Associates 2.8",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$50 to $100 million (USD)",2004,"Company - Private",-1,0,0,1,0,0,Mid-Level
5194,"Data Engineer/Reporting Analyst","Data Analyst",64000,113000,88500,49000,1.6,"Management Decisions, Inc. 1.6",Philadelphia,PA,"Advertising & Marketing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Public",-1,1,1,0,1,0,Mid-Level
5195,"Sr. Data Analyst - Project Manager","Data Analyst",64000,113000,88500,49000,2.7,"TechUSA 2.7",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1998,"Company - Private",-1,1,0,1,1,0,Senior
5196,"Data Analyst SAS Programmer","Data Analyst",50000,93000,71500,43000,4.6,"SRG Woolf 4.6","King of Prussia",PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$10 to $25 million (USD)",1995,"Company - Private",-1,0,1,1,0,0,Mid-Level
5197,"Sr. Data Analyst","Data Analyst",50000,93000,71500,43000,3.8,"Login Consulting Services, Inc 3.8","Allegheny West",PA,Consulting,"Business Services","51 to 200 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,1,0,0,0,0,Senior
5198,"Systems Analyst, Quality Data System","Data Analyst",50000,93000,71500,43000,3.3,"Adaptimmune Ltd 3.3",Philadelphia,PA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","201 to 500 employees","Unknown / Non-Applicable",-1,"Company - Public",-1,0,0,0,0,0,Mid-Level
5199,"Data Visualization Project Manager/ Business Analyst (PM / BA)","Data Analyst",50000,93000,71500,43000,4.8,"Trillium Solutions Group 4.8",Horsham,PA,"IT Services","Information Technology","1 to 50 employees","$1 to $5 million (USD)",2002,"Private Practice / Firm",-1,0,0,1,0,0,Management
5200,"Stability Data Analyst","Data Analyst",50000,93000,71500,43000,NULL,"Eurofins USA PSS Insourcing Solutions","West Point",PA,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,Mid-Level
5201,"Business Analyst/Data Analyst","Data Analyst",50000,93000,71500,43000,3.5,"The Judge Group 3.5",Wilmington,DE,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1970,"Company - Private",-1,0,0,0,0,0,Mid-Level
5202,"Stability Data Analyst","Data Analyst",50000,93000,71500,43000,NULL,"EUROFINS SCIENT.","West Point",PA,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,Mid-Level
5203,"Data Analyst Junior","Data Analyst",50000,93000,71500,43000,5.0,"Staffigo Technical Services, LLC 5.0",Wilmington,DE,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,1,0,0,Junior
5204,"Business Intelligence and Data Sciences Analyst","Data Analyst",50000,93000,71500,43000,3.6,"TE Connectivity 3.6",Berwyn,PA,"Electrical & Electronic Manufacturing",Manufacturing,"10000+ employees","$10+ billion (USD)",2007,"Company - Public",-1,0,0,0,0,0,Mid-Level
5205,"Sr Business Analyst (Data Quality)","Data Analyst",50000,93000,71500,43000,4.2,"Freedom Mortgage 4.2",Marlton,NJ,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","$1 to $2 billion (USD)",1990,"Company - Private",-1,1,1,1,1,1,Senior
5206,"Healthcare Data Analytics Analyst Senior","Data Analyst",50000,93000,71500,43000,3.1,"AmeriHealth Caritas 3.1",Philadelphia,PA,"Insurance Carriers",Insurance,"5001 to 10000 employees","$5 to $10 billion (USD)",1983,"Company - Private",-1,0,0,1,1,0,Senior
5207,"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing","Data Analyst",50000,93000,71500,43000,1.6,"Management Decisions, Inc. 1.6",Philadelphia,PA,"Advertising & Marketing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Public",-1,1,1,0,1,0,Mid-Level
5208,"Technical Business Analyst (Data Warehouse)","Data Analyst",50000,93000,71500,43000,4.5,"Piper Companies 4.5",Horsham,PA,"Staffing & Outsourcing","Business Services","201 to 500 employees","Unknown / Non-Applicable",2011,"Company - Private",-1,1,0,0,0,1,Mid-Level
5209,"Data Link Analyst","Data Analyst",50000,93000,71500,43000,3.3,"Future Technologies Inc. 3.3",Moorestown,NJ,Accounting,"Accounting & Legal","1001 to 5000 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
5210,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE","Data Analyst",50000,93000,71500,43000,3.2,"BNY Mellon 3.2",Wilmington,DE,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1784,"Company - Public",-1,0,1,0,0,0,Senior
5211,"Technical Business Analyst (Data Warehouse)","Data Analyst",50000,93000,71500,43000,3.9,"Zachary Piper Solutions, LLC 3.9",Horsham,PA,"Enterprise Software & Network Solutions","Information Technology","51 to 200 employees","$10 to $25 million (USD)",2011,"Company - Private",-1,1,0,0,0,1,Mid-Level
5212,"Certified Tumor Registrar/Data Analyst [CTR and experience required]","Data Analyst",50000,93000,71500,43000,4.0,"Fox Chase Cancer Center 4.0",Philadelphia,PA,"Health Care Services & Hospitals","Health Care","1001 to 5000 employees","$100 to $500 million (USD)",1974,"Nonprofit Organization",-1,0,0,0,0,0,Mid-Level
5213,"Data Center Migration PMO Analyst/PMO Lead","Data Analyst",50000,93000,71500,43000,4.1,"Kforce 4.1",Wilmington,DE,"Staffing & Outsourcing","Business Services","10000+ employees","$1 to $2 billion (USD)",1966,"Company - Public",-1,0,0,0,0,0,Senior
5214,"Data Center Migration PMO Analyst/PMO Lead","Data Analyst",50000,93000,71500,43000,NULL,"Kforce Technology Staffing",Wilmington,DE,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,Senior
5215,"Data Analyst / Tableau Developer","Data Analyst",37000,68000,52500,31000,3.9,"Technocrafts, Inc. 3.9","San Antonio",TX,"Computer Hardware & Software","Information Technology","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,0,1,0,Mid-Level
5216,"Data Analyst","Data Analyst",37000,68000,52500,31000,3.4,"Ionidea 3.4","San Antonio",TX,"IT Services","Information Technology","1001 to 5000 employees","Unknown / Non-Applicable",1991,"Company - Private",-1,1,0,0,0,0,Mid-Level
5217,"Data Analyst","Data Analyst",37000,68000,52500,31000,4.0,"CYNET SYSTEMS 4.0","San Antonio",TX,"IT Services","Information Technology","501 to 1000 employees","$50 to $100 million (USD)",2010,"Company - Private",-1,0,0,0,0,0,Mid-Level
5218,"Data Analyst","Data Analyst",37000,68000,52500,31000,3.1,"Integrated Resources 3.1","San Antonio",TX,"Staffing & Outsourcing","Business Services","201 to 500 employees","$25 to $50 million (USD)",1996,"Company - Private",-1,0,0,1,0,0,Mid-Level
5219,"Data Analyst I","Data Analyst",37000,68000,52500,31000,3.0,"Deacon Recruiting 3.0","San Antonio",TX,"Staffing & Outsourcing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,1,0,0,0,0,Mid-Level
5220,"Data Reporting Analyst","Data Analyst",37000,68000,52500,31000,3.9,"Indotronix International Corporation 3.9","San Antonio",TX,"IT Services","Information Technology","501 to 1000 employees","$50 to $100 million (USD)",1986,"Company - Private",-1,0,0,1,0,0,Mid-Level
5221,"Data Analyst","Data Analyst",37000,68000,52500,31000,3.9,"Diverse Lynx 3.9","San Antonio",TX,"IT Services","Information Technology","501 to 1000 employees","$100 to $500 million (USD)",2002,"Company - Private",-1,0,0,0,1,0,Mid-Level
5222,"Data Analyst","Data Analyst",37000,68000,52500,31000,3.7,"Huntington Ingalls Industries 3.7","San Antonio",TX,"Aerospace & Defense","Aerospace & Defense","10000+ employees","$5 to $10 billion (USD)",2011,"Company - Public",-1,1,0,0,1,0,Mid-Level
5223,"Marketing & Data Analyst","Data Analyst",37000,68000,52500,31000,4.1,"Principle Auto 4.1","San Antonio",TX,"Vehicle Dealers",Retail,"501 to 1000 employees","Unknown / Non-Applicable",2014,"Company - Private",-1,0,0,1,0,0,Mid-Level
5224,"Data Analyst","Data Analyst",37000,68000,52500,31000,3.4,"C2 GPS- Alamo Workforce 3.4","San Antonio",TX,Consulting,"Business Services","501 to 1000 employees","Unknown / Non-Applicable",2010,"Company - Private",-1,1,0,1,0,0,Mid-Level
5225,"Data Reporting Analyst","Data Analyst",37000,68000,52500,31000,3.4,"Vantage Bank Texas 3.4","San Antonio",TX,"Banks & Credit Unions",Finance,"201 to 500 employees","$1 to $2 billion (USD)",1985,"Company - Private",-1,1,1,1,1,1,Mid-Level
5226,"Data & Reporting Analyst, Distribution Planning & Operations","Data Analyst",37000,68000,52500,31000,4.3,"H E B 4.3","San Antonio",TX,"Grocery Stores & Supermarkets",Retail,"10000+ employees","$10+ billion (USD)",1905,"Company - Private",-1,1,1,0,0,0,Mid-Level
5227,"Data Analyst","Data Analyst",37000,68000,52500,31000,2.5,"Vinsari 2.5","San Antonio",TX,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Other Organization",-1,1,1,1,1,0,Mid-Level
5228,"Epidemiologist - Data Analyst","Data Analyst",37000,68000,52500,31000,4.0,"CICONIX, LLC 4.0","San Antonio",TX,"Federal Agencies",Government,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
5229,"Contract Data Analyst","Data Analyst",37000,68000,52500,31000,NULL,"Amyx, Iinc.","San Antonio",TX,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,Mid-Level
